Name,Busy,Idle,Tasks,Cost
r3,27,10,6,0.0
r1,30,14,5,0.0
r2,19,25,4,0.0
r3,34,10,5,0.0
r1,13,17,6,0.0
r2,26,4,7,0.0
r3,22,8,5,0.0
r1,9,8,2,0.0
r2,17,0,4,0.0
r3,10,7,3,0.0
r1,15,4,3,0.0
r2,19,0,5,0.0
r3,15,4,4,0.0
r1,10,3,3,0.0
r2,5,8,3,0.0
r3,13,0,4,0.0
r1,43,9,8,0.0
r2,41,11,7,0.0
r3,33,19,4,0.0
r1,31,4,7,0.0
r2,19,16,3,0.0
r3,26,9,6,0.0
r1,41,0,5,0.0
r2,41,0,5,0.0
r3,27,14,3,0.0
r1,23,11,5,0.0
r2,30,4,6,0.0
r3,31,3,6,0.0
r1,15,9,3,0.0
r2,16,8,5,0.0
r3,3,21,1,0.0
r1,46,15,6,0.0
r2,24,37,4,0.0
r3,57,4,8,0.0
r1,39,0,5,0.0
r2,28,11,3,0.0
r3,29,10,4,0.0
r1,11,15,2,0.0
r2,21,5,3,0.0
r3,26,0,5,0.0
r1,14,20,3,0.0
r2,27,7,6,0.0
r3,34,0,7,0.0
r1,40,18,6,0.0
r2,50,8,8,0.0
r3,43,15,7,0.0
r1,14,15,3,0.0
r2,26,3,5,0.0
r3,13,16,2,0.0
r1,40,9,6,0.0
r2,27,22,4,0.0
r3,40,9,7,0.0
r1,4,15,1,0.0
r2,19,0,6,0.0
r3,8,11,3,0.0
r1,36,0,8,0.0
r2,25,11,5,0.0
r3,31,5,7,0.0
r1,7,13,1,0.0
r2,20,0,3,0.0
r3,12,8,3,0.0
r1,42,18,6,0.0
r2,41,19,7,0.0
r3,60,0,10,0.0
r1,10,18,2,0.0
r2,9,19,2,0.0
r3,22,6,4,0.0
r1,33,3,5,0.0
r2,19,17,3,0.0
r3,32,4,4,0.0
r1,13,22,2,0.0
r2,35,0,5,0.0
r3,8,27,1,0.0
r1,20,4,4,0.0
r2,24,0,4,0.0
r3,4,20,1,0.0
r1,39,0,8,0.0
r2,33,6,6,0.0
r3,31,8,6,0.0
r1,38,0,7,0.0
r2,33,5,6,0.0
r3,31,7,5,0.0
r1,41,8,7,0.0
r2,34,15,5,0.0
r3,26,23,4,0.0
r1,25,12,4,0.0
r2,23,14,5,0.0
r3,18,19,4,0.0
r1,10,18,4,0.0
r2,7,21,3,0.0
r3,28,0,7,0.0
r1,42,17,7,0.0
r2,50,9,9,0.0
r3,51,8,8,0.0
r1,20,20,5,0.0
r2,37,3,8,0.0
r3,21,19,6,0.0
r1,17,5,5,0.0
r2,17,5,5,0.0
r3,16,6,5,0.0
r1,35,23,5,0.0
r2,48,10,7,0.0
r3,44,14,7,0.0
r1,26,11,4,0.0
r2,34,3,5,0.0
r3,26,11,5,0.0
r1,35,13,6,0.0
r2,48,0,8,0.0
r3,26,22,5,0.0
r1,35,12,6,0.0
r2,38,9,5,0.0
r3,32,15,6,0.0
r1,26,14,6,0.0
r2,25,15,4,0.0
r3,32,8,5,0.0
r1,32,14,5,0.0
r2,43,3,8,0.0
r3,42,4,7,0.0
r1,37,8,6,0.0
r2,36,9,6,0.0
r3,30,15,4,0.0
r1,30,17,5,0.0
r2,31,16,5,0.0
r3,36,11,5,0.0
r1,26,3,4,0.0
r2,18,11,3,0.0
r3,9,20,2,0.0
r1,30,17,6,0.0
r2,41,6,7,0.0
r3,33,14,6,0.0
r1,23,15,6,0.0
r2,38,0,9,0.0
r3,28,10,7,0.0
r1,16,22,5,0.0
r2,27,11,5,0.0
r3,28,10,5,0.0
r1,22,1,5,0.0
r2,12,11,4,0.0
r3,18,5,5,0.0
r1,32,0,6,0.0
r2,13,19,3,0.0
r3,23,9,4,0.0
r1,16,16,3,0.0
r2,31,1,5,0.0
r3,32,0,5,0.0
r1,39,10,6,0.0
r2,39,10,6,0.0
r3,36,13,6,0.0
r1,16,5,4,0.0
r2,19,2,4,0.0
r3,18,3,4,0.0
r1,23,13,5,0.0
r2,32,4,5,0.0
r3,29,7,6,0.0
r1,16,0,4,0.0
r2,16,0,4,0.0
r3,6,10,2,0.0
r1,22,9,6,0.0
r2,13,18,2,0.0
r3,17,14,5,0.0
r1,16,16,4,0.0
r2,20,12,5,0.0
r3,12,20,2,0.0
r1,28,28,5,0.0
r2,29,27,5,0.0
r3,41,15,7,0.0
r1,24,17,5,0.0
r2,25,16,4,0.0
r3,33,8,5,0.0
r1,45,3,7,0.0
r2,48,0,8,0.0
r3,28,20,4,0.0
r1,19,15,4,0.0
r2,28,6,6,0.0
r3,34,0,7,0.0
r1,19,8,5,0.0
r2,12,15,4,0.0
r3,25,2,5,0.0
r1,13,30,2,0.0
r2,29,14,5,0.0
r3,28,15,4,0.0
r1,20,9,4,0.0
r2,29,0,5,0.0
r3,17,12,3,0.0
r1,49,5,6,0.0
r2,43,11,7,0.0
r3,42,12,6,0.0
r1,34,10,6,0.0
r2,25,19,3,0.0
r3,35,9,6,0.0
r1,14,10,5,0.0
r2,14,10,5,0.0
r3,19,5,4,0.0
r1,11,19,3,0.0
r2,30,0,6,0.0
r3,19,11,5,0.0
r1,37,9,6,0.0
r2,45,1,7,0.0
r3,25,21,4,0.0
r1,18,6,4,0.0
r2,12,12,3,0.0
r3,18,6,5,0.0
r1,24,18,5,0.0
r2,33,9,6,0.0
r3,28,14,5,0.0
r1,34,11,5,0.0
r2,43,2,7,0.0
r3,22,23,5,0.0
r1,19,11,4,0.0
r2,25,5,5,0.0
r3,19,11,5,0.0
r1,21,26,5,0.0
r2,26,21,5,0.0
r3,40,7,7,0.0
r1,32,0,9,0.0
r2,20,12,6,0.0
r3,21,11,7,0.0
r1,36,20,5,0.0
r2,32,24,5,0.0
r3,52,4,7,0.0
r1,36,6,7,0.0
r2,28,14,6,0.0
r3,29,13,7,0.0
r1,46,7,9,0.0
r2,39,14,8,0.0
r3,39,14,6,0.0
r1,31,12,5,0.0
r2,23,20,5,0.0
r3,39,4,7,0.0
r1,30,14,5,0.0
r2,37,7,6,0.0
r3,31,13,5,0.0
r1,20,16,5,0.0
r2,34,2,6,0.0
r3,36,0,7,0.0
r1,22,0,5,0.0
r2,9,13,2,0.0
r3,15,7,3,0.0
r1,18,8,6,0.0
r2,14,12,5,0.0
r3,18,8,7,0.0
r1,37,7,6,0.0
r2,19,25,3,0.0
r3,44,0,8,0.0
r1,21,26,4,0.0
r2,26,21,5,0.0
r3,38,9,6,0.0
r1,36,5,7,0.0
r2,35,6,8,0.0
r3,38,3,6,0.0
r1,27,19,5,0.0
r2,29,17,5,0.0
r3,35,11,7,0.0
r1,39,17,8,0.0
r2,45,11,6,0.0
r3,56,0,9,0.0
r1,34,16,5,0.0
r2,42,8,7,0.0
r3,28,22,4,0.0
r1,19,15,3,0.0
r2,31,3,6,0.0
r3,24,10,5,0.0
r1,51,16,8,0.0
r2,34,33,5,0.0
r3,57,10,9,0.0
r1,16,3,4,0.0
r2,11,8,3,0.0
r3,17,2,4,0.0
r1,21,12,5,0.0
r2,33,0,6,0.0
r3,19,14,4,0.0
r1,41,25,6,0.0
r2,49,17,8,0.0
r3,50,16,8,0.0
r1,27,18,5,0.0
r2,38,7,5,0.0
r3,38,7,6,0.0
r1,14,12,4,0.0
r2,23,3,4,0.0
r3,17,9,5,0.0
r1,17,10,3,0.0
r2,27,0,5,0.0
r3,20,7,4,0.0
r1,18,24,3,0.0
r2,42,0,7,0.0
r3,26,16,4,0.0
r1,21,2,5,0.0
r2,13,10,3,0.0
r3,22,1,5,0.0
r1,15,8,3,0.0
r2,23,0,5,0.0
r3,13,10,3,0.0
r1,34,2,6,0.0
r2,27,9,4,0.0
r3,29,7,6,0.0
r1,23,10,5,0.0
r2,29,4,5,0.0
r3,23,10,3,0.0
r1,11,14,2,0.0
r2,15,10,4,0.0
r3,25,0,5,0.0
r1,24,22,4,0.0
r2,44,2,7,0.0
r3,35,11,7,0.0
r1,31,4,5,0.0
r2,18,17,4,0.0
r3,10,25,1,0.0
r1,21,15,5,0.0
r2,34,2,7,0.0
r3,28,8,6,0.0
r1,35,6,5,0.0
r2,26,15,5,0.0
r3,34,7,6,0.0
r1,24,0,5,0.0
r2,20,4,4,0.0
r3,10,14,3,0.0
r1,23,14,4,0.0
r2,32,5,5,0.0
r3,33,4,6,0.0
r1,27,9,6,0.0
r2,36,0,8,0.0
r3,28,8,6,0.0
r1,25,6,4,0.0
r2,31,0,6,0.0
r3,27,4,6,0.0
r1,21,11,5,0.0
r2,22,10,4,0.0
r3,22,10,5,0.0
r1,39,2,8,0.0
r2,28,13,6,0.0
r3,25,16,5,0.0
r1,43,6,7,0.0
r2,21,28,4,0.0
r3,41,8,7,0.0
r1,12,26,3,0.0
r2,35,3,6,0.0
r3,27,11,6,0.0
r1,34,3,7,0.0
r2,36,1,6,0.0
r3,31,6,6,0.0
r1,25,10,3,0.0
r2,22,13,4,0.0
r3,34,1,5,0.0
r1,41,0,7,0.0
r2,28,13,5,0.0
r3,35,6,6,0.0
r1,13,3,3,0.0
r2,14,2,4,0.0
r3,16,0,4,0.0
r1,21,29,3,0.0
r2,19,31,3,0.0
r3,42,8,6,0.0
r1,18,8,5,0.0
r2,18,8,5,0.0
r3,26,0,6,0.0
r1,27,2,4,0.0
r2,10,19,2,0.0
r3,11,18,3,0.0
r1,40,0,6,0.0
r2,26,14,4,0.0
r3,18,22,3,0.0
r1,21,7,6,0.0
r2,11,17,3,0.0
r3,28,0,7,0.0
r1,19,8,4,0.0
r2,26,1,5,0.0
r3,27,0,6,0.0
r1,41,19,6,0.0
r2,42,18,6,0.0
r3,50,10,7,0.0
r1,41,8,6,0.0
r2,46,3,7,0.0
r3,10,39,3,0.0
r1,29,0,5,0.0
r2,14,15,2,0.0
r3,22,7,4,0.0
r1,21,24,4,0.0
r2,33,12,7,0.0
r3,34,11,7,0.0
r1,30,14,4,0.0
r2,44,0,6,0.0
r3,6,38,1,0.0
r1,14,16,3,0.0
r2,16,14,2,0.0
r3,30,0,5,0.0
r1,37,16,6,0.0
r2,35,18,6,0.0
r3,43,10,8,0.0
r1,43,7,8,0.0
r2,10,40,3,0.0
r3,40,10,8,0.0
r1,20,10,3,0.0
r2,19,11,3,0.0
r3,30,0,5,0.0
r1,25,0,4,0.0
r2,22,3,4,0.0
r3,10,15,2,0.0
r1,9,19,3,0.0
r2,25,3,5,0.0
r3,23,5,3,0.0
r1,42,8,8,0.0
r2,44,6,8,0.0
r3,29,21,6,0.0
r1,51,0,8,0.0
r2,22,29,4,0.0
r3,33,18,5,0.0
r1,21,8,4,0.0
r2,16,13,4,0.0
r3,18,11,5,0.0
r1,8,13,3,0.0
r2,14,7,4,0.0
r3,18,3,5,0.0
r1,47,0,8,0.0
r2,23,24,3,0.0
r3,41,6,6,0.0
r1,19,16,4,0.0
r2,24,11,5,0.0
r3,32,3,6,0.0
r1,21,17,5,0.0
r2,25,13,6,0.0
r3,32,6,5,0.0
r1,25,0,5,0.0
r2,12,13,3,0.0
r3,22,3,5,0.0
r1,29,14,6,0.0
r2,37,6,8,0.0
r3,20,23,5,0.0
r1,17,10,2,0.0
r2,27,0,4,0.0
r3,10,17,2,0.0
r1,23,22,3,0.0
r2,45,0,8,0.0
r3,36,9,6,0.0
r1,11,8,3,0.0
r2,8,11,2,0.0
r3,4,15,3,0.0
r1,20,8,5,0.0
r2,16,12,5,0.0
r3,13,15,3,0.0
r1,33,2,6,0.0
r2,22,13,4,0.0
r3,35,0,7,0.0
r1,19,23,4,0.0
r2,42,0,7,0.0
r3,17,25,3,0.0
r1,14,18,5,0.0
r2,30,2,9,0.0
r3,15,17,4,0.0
r1,20,25,4,0.0
r2,42,3,7,0.0
r3,25,20,5,0.0
r1,25,12,5,0.0
r2,11,26,3,0.0
r3,22,15,4,0.0
r1,39,9,8,0.0
r2,31,17,6,0.0
r3,29,19,6,0.0
r1,12,21,3,0.0
r2,33,0,6,0.0
r3,14,19,4,0.0
r1,48,0,10,0.0
r2,29,19,6,0.0
r3,24,24,4,0.0
r1,24,0,5,0.0
r2,21,3,3,0.0
r3,6,18,2,0.0
r1,18,2,5,0.0
r2,18,2,5,0.0
r3,5,15,3,0.0
r1,27,14,6,0.0
r2,29,12,5,0.0
r3,33,8,5,0.0
r1,33,22,6,0.0
r2,44,11,7,0.0
r3,40,15,5,0.0
r1,24,0,5,0.0
r2,2,22,1,0.0
r3,24,0,5,0.0
r1,6,20,2,0.0
r2,22,4,3,0.0
r3,26,0,4,0.0
r1,47,9,8,0.0
r2,45,11,8,0.0
r3,21,35,4,0.0
r1,39,6,7,0.0
r2,34,11,5,0.0
r3,32,13,6,0.0
r1,30,2,6,0.0
r2,21,11,4,0.0
r3,21,11,4,0.0
r1,57,3,7,0.0
r2,38,22,5,0.0
r3,60,0,8,0.0
r1,23,6,3,0.0
r2,22,7,4,0.0
r3,29,0,5,0.0
r1,24,0,7,0.0
r2,15,9,6,0.0
r3,15,9,4,0.0
r1,24,10,4,0.0
r2,27,7,4,0.0
r3,20,14,3,0.0
r1,34,0,5,0.0
r2,29,5,4,0.0
r3,28,6,4,0.0
r1,15,15,2,0.0
r2,15,15,3,0.0
r3,21,9,4,0.0
r1,27,0,4,0.0
r2,12,15,2,0.0
r3,22,5,3,0.0
r1,45,0,9,0.0
r2,37,8,8,0.0
r3,30,15,5,0.0
r1,27,3,4,0.0
r2,30,0,4,0.0
r3,24,6,3,0.0
r1,4,18,2,0.0
r2,9,13,2,0.0
r3,22,0,4,0.0
r1,30,11,6,0.0
r2,33,8,6,0.0
r3,19,22,5,0.0
r1,27,21,5,0.0
r2,39,9,7,0.0
r3,19,29,3,0.0
r1,37,24,6,0.0
r2,44,17,7,0.0
r3,43,18,7,0.0
r1,21,12,3,0.0
r2,33,0,5,0.0
r3,31,2,4,0.0
r1,39,1,7,0.0
r2,34,6,6,0.0
r3,33,7,7,0.0
r1,42,13,8,0.0
r2,26,29,6,0.0
r3,12,43,2,0.0
r1,15,19,3,0.0
r2,25,9,3,0.0
r3,34,0,5,0.0
r1,45,11,6,0.0
r2,33,23,5,0.0
r3,32,24,6,0.0
r1,35,6,6,0.0
r2,23,18,4,0.0
r3,34,7,7,0.0
r1,27,18,3,0.0
r2,42,3,7,0.0
r3,21,24,4,0.0
r1,40,0,6,0.0
r2,30,10,5,0.0
r3,30,10,5,0.0
r1,22,18,3,0.0
r2,30,10,4,0.0
r3,40,0,5,0.0
r1,20,4,4,0.0
r2,13,11,4,0.0
r3,22,2,5,0.0
r1,28,12,3,0.0
r2,40,0,5,0.0
r3,27,13,3,0.0
r1,22,0,4,0.0
r2,12,10,3,0.0
r3,20,2,3,0.0
r1,17,37,4,0.0
r2,47,7,8,0.0
r3,12,42,3,0.0
r1,29,11,4,0.0
r2,28,12,5,0.0
r3,17,23,4,0.0
r1,45,6,8,0.0
r2,29,22,6,0.0
r3,24,27,4,0.0
r1,19,9,4,0.0
r2,27,1,6,0.0
r3,13,15,4,0.0
r1,7,6,3,0.0
r2,12,1,4,0.0
r3,2,11,1,0.0
r1,27,12,5,0.0
r2,20,19,4,0.0
r3,29,10,6,0.0
r1,37,2,8,0.0
r2,30,9,5,0.0
r3,37,2,7,0.0
r1,38,7,7,0.0
r2,42,3,7,0.0
r3,33,12,6,0.0
r1,22,11,3,0.0
r2,27,6,5,0.0
r3,33,0,6,0.0
r1,18,22,3,0.0
r2,33,7,5,0.0
r3,24,16,4,0.0
r1,20,7,5,0.0
r2,16,11,5,0.0
r3,13,14,3,0.0
r1,35,0,7,0.0
r2,26,9,5,0.0
r3,23,12,4,0.0
r1,33,15,5,0.0
r2,32,16,6,0.0
r3,40,8,7,0.0
r1,25,5,4,0.0
r2,11,19,3,0.0
r3,21,9,5,0.0
r1,26,21,5,0.0
r2,24,23,5,0.0
r3,39,8,6,0.0
r1,40,0,8,0.0
r2,32,8,6,0.0
r3,26,14,5,0.0
r1,16,9,4,0.0
r2,25,0,4,0.0
r3,24,1,6,0.0
r1,25,9,5,0.0
r2,34,0,6,0.0
r3,14,20,4,0.0
r1,12,15,3,0.0
r2,11,16,4,0.0
r3,27,0,6,0.0
r1,32,22,5,0.0
r2,40,14,6,0.0
r3,54,0,8,0.0
r1,33,6,7,0.0
r2,31,8,7,0.0
r3,25,14,5,0.0
r1,28,9,4,0.0
r2,21,16,4,0.0
r3,32,5,6,0.0
r1,34,5,5,0.0
r2,29,10,6,0.0
r3,33,6,5,0.0
r1,24,9,7,0.0
r2,28,5,7,0.0
r3,26,7,8,0.0
r1,19,0,5,0.0
r2,4,15,2,0.0
r3,8,11,2,0.0
r1,21,11,4,0.0
r2,25,7,6,0.0
r3,13,19,3,0.0
r1,22,16,4,0.0
r2,27,11,6,0.0
r3,31,7,5,0.0
r1,33,9,6,0.0
r2,18,24,4,0.0
r3,42,0,6,0.0
r1,36,5,7,0.0
r2,37,4,7,0.0
r3,36,5,7,0.0
r1,27,6,4,0.0
r2,33,0,5,0.0
r3,15,18,3,0.0
r1,21,23,4,0.0
r2,22,22,6,0.0
r3,35,9,7,0.0
r1,26,14,3,0.0
r2,27,13,4,0.0
r3,24,16,4,0.0
r1,34,3,5,0.0
r2,21,16,3,0.0
r3,28,9,4,0.0
r1,48,2,8,0.0
r2,43,7,8,0.0
r3,30,20,5,0.0
r1,27,6,4,0.0
r2,27,6,4,0.0
r3,24,9,4,0.0
r1,30,15,7,0.0
r2,26,19,4,0.0
r3,39,6,8,0.0
r1,27,14,4,0.0
r2,24,17,4,0.0
r3,35,6,5,0.0
r1,17,7,3,0.0
r2,14,10,3,0.0
r3,24,0,5,0.0
r1,35,0,6,0.0
r2,9,26,3,0.0
r3,11,24,3,0.0
r1,24,0,6,0.0
r2,13,11,3,0.0
r3,23,1,5,0.0
r1,18,10,4,0.0
r2,13,15,3,0.0
r3,17,11,3,0.0
r1,29,19,4,0.0
r2,48,0,7,0.0
r3,42,6,6,0.0
r1,26,18,6,0.0
r2,35,9,7,0.0
r3,24,20,6,0.0
r1,12,6,4,0.0
r2,9,9,2,0.0
r3,18,0,4,0.0
r1,26,0,4,0.0
r2,16,10,4,0.0
r3,12,14,2,0.0
r1,47,25,7,0.0
r2,56,16,7,0.0
r3,55,17,8,0.0
r1,46,15,7,0.0
r2,48,13,6,0.0
r3,26,35,4,0.0
r1,33,0,6,0.0
r2,25,8,5,0.0
r3,14,19,3,0.0
r1,18,14,4,0.0
r2,18,14,4,0.0
r3,23,9,4,0.0
r1,28,12,6,0.0
r2,30,10,6,0.0
r3,27,13,6,0.0
r1,32,0,6,0.0
r2,25,7,5,0.0
r3,22,10,4,0.0
r1,32,13,6,0.0
r2,26,19,5,0.0
r3,35,10,8,0.0
r1,24,17,3,0.0
r2,25,16,3,0.0
r3,41,0,5,0.0
r1,25,14,4,0.0
r2,39,0,9,0.0
r3,10,29,4,0.0
r1,17,29,4,0.0
r2,28,18,6,0.0
r3,38,8,6,0.0
r1,31,3,5,0.0
r2,28,6,5,0.0
r3,31,3,6,0.0
r1,20,12,3,0.0
r2,23,9,3,0.0
r3,13,19,2,0.0
r1,50,0,6,0.0
r2,41,9,6,0.0
r3,27,23,4,0.0
r1,21,3,5,0.0
r2,13,11,3,0.0
r3,24,0,5,0.0
r1,16,13,3,0.0
r2,26,3,4,0.0
r3,29,0,5,0.0
r1,40,26,7,0.0
r2,66,0,10,0.0
r3,50,16,8,0.0
r1,28,0,6,0.0
r2,18,10,3,0.0
r3,25,3,5,0.0
r1,37,2,8,0.0
r2,27,12,6,0.0
r3,21,18,5,0.0
r1,27,14,6,0.0
r2,34,7,7,0.0
r3,40,1,8,0.0
r1,33,12,8,0.0
r2,24,21,6,0.0
r3,27,18,6,0.0
r1,16,0,5,0.0
r2,15,1,4,0.0
r3,13,3,4,0.0
r1,27,0,6,0.0
r2,22,5,4,0.0
r3,27,0,6,0.0
r1,26,5,3,0.0
r2,31,0,4,0.0
r3,22,9,3,0.0
r1,13,27,3,0.0
r2,22,18,5,0.0
r3,26,14,6,0.0
r1,33,0,6,0.0
r2,16,17,4,0.0
r3,31,2,6,0.0
r1,24,17,3,0.0
r2,22,19,3,0.0
r3,31,10,5,0.0
r1,23,4,3,0.0
r2,27,0,4,0.0
r3,25,2,4,0.0
r1,5,33,3,0.0
r2,20,18,4,0.0
r3,35,3,7,0.0
r1,19,8,3,0.0
r2,2,25,2,0.0
r3,19,8,4,0.0
r1,27,0,5,0.0
r2,9,18,3,0.0
r3,16,11,2,0.0
r1,29,18,6,0.0
r2,20,27,4,0.0
r3,30,17,5,0.0
r1,31,9,5,0.0
r2,18,22,4,0.0
r3,37,3,6,0.0
r1,50,8,8,0.0
r2,29,29,5,0.0
r3,46,12,7,0.0
r1,27,0,6,0.0
r2,11,16,3,0.0
r3,19,8,4,0.0
r1,35,12,6,0.0
r2,29,18,5,0.0
r3,38,9,5,0.0
r1,31,6,5,0.0
r2,25,12,4,0.0
r3,16,21,3,0.0
r1,49,17,8,0.0
r2,33,33,5,0.0
r3,56,10,9,0.0
r1,11,26,4,0.0
r2,30,7,8,0.0
r3,29,8,7,0.0
r1,30,8,4,0.0
r2,31,7,4,0.0
r3,34,4,4,0.0
r1,28,9,4,0.0
r2,37,0,5,0.0
r3,26,11,5,0.0
r1,13,18,3,0.0
r2,23,8,5,0.0
r3,27,4,6,0.0
r1,9,15,3,0.0
r2,17,7,5,0.0
r3,24,0,7,0.0
r1,39,4,6,0.0
r2,13,30,4,0.0
r3,31,12,5,0.0
r1,22,30,5,0.0
r2,42,10,8,0.0
r3,44,8,6,0.0
r1,45,3,8,0.0
r2,22,26,5,0.0
r3,39,9,8,0.0
r1,35,4,5,0.0
r2,39,0,5,0.0
r3,20,19,3,0.0
r1,66,5,9,0.0
r2,41,30,6,0.0
r3,62,9,9,0.0
r1,19,43,4,0.0
r2,37,25,7,0.0
r3,53,9,7,0.0
r1,51,0,9,0.0
r2,22,29,5,0.0
r3,36,15,7,0.0
r1,24,0,5,0.0
r2,17,7,3,0.0
r3,7,17,2,0.0
r1,21,5,3,0.0
r2,26,0,5,0.0
r3,21,5,4,0.0
r1,27,7,5,0.0
r2,30,4,6,0.0
r3,23,11,4,0.0
r1,11,1,4,0.0
r2,2,10,2,0.0
r3,12,0,5,0.0
r1,31,0,5,0.0
r2,15,16,3,0.0
r3,21,10,4,0.0
r1,13,6,4,0.0
r2,14,5,4,0.0
r3,19,0,6,0.0
r1,2,15,2,0.0
r2,12,5,6,0.0
r3,10,7,3,0.0
r1,58,2,8,0.0
r2,37,23,6,0.0
r3,43,17,6,0.0
r1,15,14,5,0.0
r2,12,17,4,0.0
r3,27,2,6,0.0
r1,24,0,5,0.0
r2,10,14,2,0.0
r3,22,2,4,0.0
r1,18,12,4,0.0
r2,20,10,4,0.0
r3,30,0,5,0.0
r1,26,20,4,0.0
r2,39,7,7,0.0
r3,36,10,6,0.0
r1,9,19,3,0.0
r2,27,1,5,0.0
r3,20,8,3,0.0
r1,24,4,8,0.0
r2,18,10,8,0.0
r3,20,8,4,0.0
r1,39,14,6,0.0
r2,23,30,4,0.0
r3,49,4,9,0.0
r1,11,24,2,0.0
r2,30,5,4,0.0
r3,35,0,5,0.0
r1,4,28,1,0.0
r2,23,9,5,0.0
r3,25,7,5,0.0
r1,67,0,10,0.0
r2,42,25,6,0.0
r3,16,51,3,0.0
r1,44,13,5,0.0
r2,24,33,4,0.0
r3,57,0,8,0.0
r1,26,5,4,0.0
r2,23,8,4,0.0
r3,19,12,3,0.0
r1,31,8,5,0.0
r2,39,0,6,0.0
r3,33,6,6,0.0
r1,45,0,7,0.0
r2,40,5,7,0.0
r3,21,24,4,0.0
r1,12,5,4,0.0
r2,15,2,4,0.0
r3,15,2,4,0.0
r1,32,10,5,0.0
r2,42,0,7,0.0
r3,15,27,3,0.0
r1,12,25,2,0.0
r2,27,10,6,0.0
r3,35,2,6,0.0
r1,18,8,3,0.0
r2,15,11,2,0.0
r3,12,14,3,0.0
r1,7,11,3,0.0
r2,16,2,3,0.0
r3,13,5,4,0.0
r1,23,6,3,0.0
r2,16,13,2,0.0
r3,22,7,4,0.0
r1,52,10,8,0.0
r2,47,15,7,0.0
r3,59,3,8,0.0
r1,28,0,5,0.0
r2,28,0,5,0.0
r3,13,15,4,0.0
r1,47,9,7,0.0
r2,41,15,7,0.0
r3,40,16,6,0.0
r1,49,7,7,0.0
r2,30,26,4,0.0
r3,48,8,8,0.0
r1,14,19,3,0.0
r2,31,2,6,0.0
r3,33,0,6,0.0
r1,26,3,6,0.0
r2,16,13,4,0.0
r3,29,0,6,0.0
r1,21,17,5,0.0
r2,38,0,8,0.0
r3,28,10,6,0.0
r1,25,10,5,0.0
r2,31,4,5,0.0
r3,25,10,3,0.0
r1,17,15,4,0.0
r2,26,6,5,0.0
r3,27,5,6,0.0
r1,15,7,3,0.0
r2,16,6,3,0.0
r3,17,5,3,0.0
r1,24,9,6,0.0
r2,27,6,6,0.0
r3,28,5,7,0.0
r1,44,0,6,0.0
r2,31,13,4,0.0
r3,16,28,3,0.0
r1,17,5,4,0.0
r2,21,1,4,0.0
r3,6,16,2,0.0
r1,10,12,2,0.0
r2,22,0,4,0.0
r3,0,22,0,0.0
r1,40,0,6,0.0
r2,18,22,3,0.0
r3,39,1,6,0.0
r1,13,13,2,0.0
r2,26,0,5,0.0
r3,13,13,3,0.0
r1,29,13,5,0.0
r2,28,14,5,0.0
r3,28,14,7,0.0
r1,22,4,6,0.0
r2,12,14,3,0.0
r3,26,0,6,0.0
r1,28,12,4,0.0
r2,36,4,6,0.0
r3,40,0,6,0.0
r1,52,7,7,0.0
r2,45,14,7,0.0
r3,30,29,5,0.0
r1,36,12,6,0.0
r2,48,0,10,0.0
r3,27,21,7,0.0
r1,8,25,3,0.0
r2,16,17,4,0.0
r3,24,9,6,0.0
r1,40,10,7,0.0
r2,42,8,6,0.0
r3,49,1,8,0.0
r1,42,16,7,0.0
r2,33,25,6,0.0
r3,48,10,9,0.0
r1,22,4,5,0.0
r2,10,16,2,0.0
r3,26,0,6,0.0
r1,35,17,5,0.0
r2,49,3,6,0.0
r3,36,16,4,0.0
r1,25,10,6,0.0
r2,22,13,4,0.0
r3,28,7,7,0.0
r1,26,8,4,0.0
r2,34,0,5,0.0
r3,4,30,1,0.0
r1,18,8,4,0.0
r2,24,2,4,0.0
r3,26,0,5,0.0
r1,37,13,7,0.0
r2,49,1,8,0.0
r3,19,31,4,0.0
r1,44,0,6,0.0
r2,13,31,2,0.0
r3,41,3,5,0.0
r1,18,22,3,0.0
r2,40,0,6,0.0
r3,33,7,5,0.0
r1,12,20,2,0.0
r2,16,16,3,0.0
r3,25,7,5,0.0
r1,16,20,3,0.0
r2,18,18,4,0.0
r3,29,7,7,0.0
r1,10,23,3,0.0
r2,33,0,6,0.0
r3,23,10,5,0.0
r1,28,10,3,0.0
r2,19,19,3,0.0
r3,25,13,3,0.0
r1,46,8,7,0.0
r2,35,19,6,0.0
r3,36,18,5,0.0
r1,29,1,6,0.0
r2,22,8,5,0.0
r3,24,6,5,0.0
r1,10,17,4,0.0
r2,20,7,4,0.0
r3,27,0,6,0.0
r1,8,19,2,0.0
r2,27,0,6,0.0
r3,13,14,3,0.0
r1,33,1,6,0.0
r2,22,12,5,0.0
r3,23,11,4,0.0
r1,24,11,6,0.0
r2,35,0,7,0.0
r3,15,20,4,0.0
r1,18,16,3,0.0
r2,11,23,2,0.0
r3,34,0,5,0.0
r1,41,13,6,0.0
r2,23,31,4,0.0
r3,31,23,5,0.0
r1,43,0,9,0.0
r2,24,19,7,0.0
r3,25,18,5,0.0
r1,9,21,2,0.0
r2,30,0,5,0.0
r3,13,17,3,0.0
r1,14,11,2,0.0
r2,15,10,3,0.0
r3,20,5,3,0.0
r1,39,9,6,0.0
r2,27,21,5,0.0
r3,36,12,6,0.0
