Name,Busy,Idle,Tasks,Cost
r1,23,0,5,0.0
r2,19,4,3,0.0
r3,5,18,2,0.0
r1,12,11,5,0.0
r2,14,9,4,0.0
r3,12,11,5,0.0
r1,14,5,3,0.0
r2,13,6,3,0.0
r3,19,0,5,0.0
r1,29,10,5,0.0
r2,29,10,4,0.0
r3,39,0,6,0.0
r1,28,10,5,0.0
r2,35,3,6,0.0
r3,20,18,5,0.0
r1,29,25,4,0.0
r2,43,11,6,0.0
r3,45,9,7,0.0
r1,24,21,7,0.0
r2,32,13,6,0.0
r3,42,3,9,0.0
r1,32,11,5,0.0
r2,43,0,8,0.0
r3,33,10,6,0.0
r1,9,18,2,0.0
r2,27,0,4,0.0
r3,27,0,4,0.0
r1,41,6,6,0.0
r2,27,20,7,0.0
r3,47,0,8,0.0
r1,41,13,7,0.0
r2,54,0,9,0.0
r3,27,27,4,0.0
r1,31,5,5,0.0
r2,36,0,6,0.0
r3,14,22,3,0.0
r1,21,11,3,0.0
r2,32,0,7,0.0
r3,19,13,4,0.0
r1,38,4,6,0.0
r2,33,9,5,0.0
r3,21,21,4,0.0
r1,27,8,5,0.0
r2,11,24,3,0.0
r3,35,0,6,0.0
r1,58,0,9,0.0
r2,30,28,5,0.0
r3,49,9,8,0.0
r1,23,10,4,0.0
r2,33,0,5,0.0
r3,19,14,4,0.0
r1,35,15,7,0.0
r2,39,11,8,0.0
r3,43,7,7,0.0
r1,13,11,5,0.0
r2,20,4,7,0.0
r3,23,1,7,0.0
r1,39,10,7,0.0
r2,39,10,8,0.0
r3,16,33,4,0.0
r1,25,3,4,0.0
r2,14,14,3,0.0
r3,20,8,4,0.0
r1,30,11,8,0.0
r2,41,0,10,0.0
r3,27,14,7,0.0
r1,50,0,9,0.0
r2,36,14,6,0.0
r3,33,17,6,0.0
r1,6,44,2,0.0
r2,50,0,9,0.0
r3,23,27,4,0.0
r1,40,6,7,0.0
r2,23,23,6,0.0
r3,41,5,8,0.0
r1,20,5,3,0.0
r2,23,2,4,0.0
r3,17,8,3,0.0
r1,18,3,7,0.0
r2,10,11,4,0.0
r3,8,13,5,0.0
r1,37,7,7,0.0
r2,34,10,7,0.0
r3,35,9,7,0.0
r1,49,5,7,0.0
r2,30,24,5,0.0
r3,48,6,7,0.0
r1,21,7,4,0.0
r2,21,7,4,0.0
r3,28,0,5,0.0
r1,31,7,6,0.0
r2,38,0,9,0.0
r3,31,7,7,0.0
r1,20,14,4,0.0
r2,19,15,3,0.0
r3,34,0,6,0.0
r1,21,13,4,0.0
r2,27,7,4,0.0
r3,27,7,4,0.0
r1,30,12,5,0.0
r2,29,13,6,0.0
r3,26,16,5,0.0
r1,30,12,6,0.0
r2,35,7,9,0.0
r3,32,10,8,0.0
r1,22,1,3,0.0
r2,11,12,3,0.0
r3,16,7,2,0.0
r1,12,9,3,0.0
r2,15,6,4,0.0
r3,17,4,4,0.0
r1,26,7,4,0.0
r2,26,7,4,0.0
r3,21,12,3,0.0
r1,34,0,6,0.0
r2,19,15,4,0.0
r3,21,13,4,0.0
r1,29,6,5,0.0
r2,22,13,3,0.0
r3,29,6,5,0.0
r1,16,13,4,0.0
r2,29,0,6,0.0
r3,20,9,4,0.0
r1,22,7,4,0.0
r2,22,7,4,0.0
r3,18,11,3,0.0
r1,24,26,4,0.0
r2,31,19,5,0.0
r3,42,8,6,0.0
r1,41,12,8,0.0
r2,42,11,7,0.0
r3,53,0,10,0.0
r1,54,9,7,0.0
r2,55,8,8,0.0
r3,45,18,6,0.0
r1,35,9,7,0.0
r2,42,2,7,0.0
r3,28,16,5,0.0
r1,15,4,3,0.0
r2,14,5,4,0.0
r3,13,6,4,0.0
r1,7,6,3,0.0
r2,5,8,3,0.0
r3,13,0,5,0.0
r1,33,23,5,0.0
r2,56,0,8,0.0
r3,42,14,6,0.0
r1,19,12,3,0.0
r2,31,0,5,0.0
r3,27,4,4,0.0
r1,34,4,6,0.0
r2,35,3,7,0.0
r3,33,5,6,0.0
r1,39,11,7,0.0
r2,30,20,5,0.0
r3,44,6,7,0.0
r1,22,5,5,0.0
r2,26,1,5,0.0
r3,14,13,4,0.0
r1,27,10,4,0.0
r2,34,3,5,0.0
r3,22,15,4,0.0
r1,35,10,6,0.0
r2,31,14,6,0.0
r3,39,6,7,0.0
r1,36,0,6,0.0
r2,23,13,4,0.0
r3,13,23,2,0.0
r1,22,9,3,0.0
r2,31,0,4,0.0
r3,13,18,2,0.0
r1,29,0,5,0.0
r2,28,1,5,0.0
r3,12,17,3,0.0
r1,26,2,5,0.0
r2,13,15,4,0.0
r3,17,11,3,0.0
r1,25,21,5,0.0
r2,30,16,6,0.0
r3,30,16,7,0.0
r1,35,4,5,0.0
r2,39,0,6,0.0
r3,22,17,4,0.0
r1,30,12,8,0.0
r2,24,18,6,0.0
r3,29,13,8,0.0
r1,18,9,5,0.0
r2,27,0,6,0.0
r3,26,1,4,0.0
r1,21,20,3,0.0
r2,31,10,7,0.0
r3,41,0,8,0.0
r1,36,2,6,0.0
r2,37,1,6,0.0
r3,37,1,7,0.0
r1,19,34,3,0.0
r2,38,15,5,0.0
r3,53,0,7,0.0
r1,37,17,7,0.0
r2,34,20,6,0.0
r3,37,17,7,0.0
r1,28,4,4,0.0
r2,32,0,5,0.0
r3,28,4,4,0.0
r1,22,10,5,0.0
r2,23,9,6,0.0
r3,13,19,3,0.0
r1,27,4,4,0.0
r2,21,10,4,0.0
r3,25,6,4,0.0
r1,26,0,5,0.0
r2,19,7,4,0.0
r3,23,3,5,0.0
r1,20,8,3,0.0
r2,13,15,2,0.0
r3,26,2,4,0.0
r1,32,10,7,0.0
r2,40,2,9,0.0
r3,32,10,5,0.0
r1,30,4,6,0.0
r2,26,8,5,0.0
r3,25,9,6,0.0
r1,50,3,8,0.0
r2,34,19,5,0.0
r3,28,25,6,0.0
r1,44,6,8,0.0
r2,30,20,6,0.0
r3,29,21,4,0.0
r1,35,1,6,0.0
r2,17,19,5,0.0
r3,32,4,6,0.0
r1,39,6,5,0.0
r2,38,7,6,0.0
r3,42,3,6,0.0
r1,29,10,6,0.0
r2,19,20,3,0.0
r3,39,0,8,0.0
r1,25,14,6,0.0
r2,19,20,5,0.0
r3,38,1,6,0.0
r1,34,18,6,0.0
r2,50,2,8,0.0
r3,36,16,6,0.0
r1,19,15,4,0.0
r2,28,6,5,0.0
r3,34,0,6,0.0
r1,54,0,8,0.0
r2,35,19,6,0.0
r3,43,11,6,0.0
r1,30,0,4,0.0
r2,30,0,4,0.0
r3,19,11,3,0.0
r1,44,0,6,0.0
r2,44,0,6,0.0
r3,41,3,5,0.0
r1,10,13,2,0.0
r2,11,12,3,0.0
r3,14,9,3,0.0
r1,34,8,6,0.0
r2,27,15,4,0.0
r3,38,4,6,0.0
r1,26,26,3,0.0
r2,34,18,4,0.0
r3,34,18,4,0.0
r1,13,16,3,0.0
r2,18,11,5,0.0
r3,22,7,5,0.0
r1,20,9,4,0.0
r2,26,3,4,0.0
r3,29,0,5,0.0
r1,33,0,6,0.0
r2,31,2,5,0.0
r3,2,31,1,0.0
r1,29,20,6,0.0
r2,41,8,8,0.0
r3,39,10,7,0.0
r1,45,11,7,0.0
r2,44,12,7,0.0
r3,46,10,8,0.0
r1,26,10,5,0.0
r2,34,2,5,0.0
r3,17,19,3,0.0
r1,40,5,8,0.0
r2,23,22,6,0.0
r3,42,3,9,0.0
r1,26,1,4,0.0
r2,7,20,3,0.0
r3,17,10,4,0.0
r1,30,0,5,0.0
r2,25,5,4,0.0
r3,29,1,4,0.0
r1,37,4,7,0.0
r2,27,14,4,0.0
r3,29,12,5,0.0
r1,21,9,3,0.0
r2,21,9,3,0.0
r3,30,0,5,0.0
r1,24,4,5,0.0
r2,19,9,3,0.0
r3,28,0,6,0.0
r1,25,14,4,0.0
r2,29,10,4,0.0
r3,29,10,5,0.0
r1,26,26,4,0.0
r2,32,20,6,0.0
r3,42,10,7,0.0
r1,31,10,5,0.0
r2,41,0,6,0.0
r3,38,3,5,0.0
r1,11,20,2,0.0
r2,24,7,4,0.0
r3,31,0,5,0.0
r1,30,0,5,0.0
r2,10,20,3,0.0
r3,27,3,6,0.0
r1,24,11,5,0.0
r2,29,6,7,0.0
r3,24,11,5,0.0
r1,35,22,6,0.0
r2,44,13,8,0.0
r3,42,15,8,0.0
r1,25,0,5,0.0
r2,16,9,3,0.0
r3,20,5,4,0.0
r1,30,1,7,0.0
r2,11,20,4,0.0
r3,29,2,7,0.0
r1,27,29,3,0.0
r2,23,33,3,0.0
r3,33,23,5,0.0
r1,31,20,5,0.0
r2,46,5,6,0.0
r3,21,30,4,0.0
r1,23,10,4,0.0
r2,33,0,5,0.0
r3,19,14,2,0.0
r1,45,7,8,0.0
r2,43,9,7,0.0
r3,36,16,6,0.0
r1,21,4,3,0.0
r2,18,7,4,0.0
r3,9,16,2,0.0
r1,19,37,3,0.0
r2,46,10,6,0.0
r3,54,2,8,0.0
r1,34,10,6,0.0
r2,36,8,6,0.0
r3,33,11,6,0.0
r1,27,24,3,0.0
r2,31,20,5,0.0
r3,51,0,7,0.0
r1,24,0,3,0.0
r2,6,18,2,0.0
r3,21,3,4,0.0
r1,26,10,5,0.0
r2,33,3,5,0.0
r3,27,9,5,0.0
r1,19,25,5,0.0
r2,31,13,6,0.0
r3,44,0,9,0.0
r1,23,12,5,0.0
r2,25,10,6,0.0
r3,35,0,7,0.0
r1,27,7,5,0.0
r2,24,10,5,0.0
r3,23,11,5,0.0
r1,36,12,5,0.0
r2,48,0,7,0.0
r3,33,15,6,0.0
r1,21,9,4,0.0
r2,9,21,2,0.0
r3,29,1,5,0.0
r1,40,11,7,0.0
r2,43,8,8,0.0
r3,44,7,9,0.0
r1,28,0,6,0.0
r2,13,15,3,0.0
r3,13,15,3,0.0
r1,34,7,5,0.0
r2,35,6,5,0.0
r3,28,13,4,0.0
r1,26,16,6,0.0
r2,9,33,2,0.0
r3,22,20,5,0.0
r1,30,28,5,0.0
r2,50,8,7,0.0
r3,58,0,8,0.0
r1,36,12,6,0.0
r2,48,0,10,0.0
r3,37,11,7,0.0
r1,40,0,5,0.0
r2,30,10,6,0.0
r3,28,12,5,0.0
r1,29,24,6,0.0
r2,38,15,5,0.0
r3,38,15,6,0.0
r1,37,3,5,0.0
r2,18,22,3,0.0
r3,25,15,4,0.0
r1,6,17,2,0.0
r2,16,7,4,0.0
r3,23,0,5,0.0
r1,17,13,3,0.0
r2,22,8,5,0.0
r3,24,6,5,0.0
r1,38,7,7,0.0
r2,25,20,4,0.0
r3,28,17,5,0.0
r1,42,2,7,0.0
r2,22,22,5,0.0
r3,39,5,7,0.0
r1,29,5,5,0.0
r2,27,7,4,0.0
r3,15,19,3,0.0
r1,42,21,7,0.0
r2,33,30,6,0.0
r3,51,12,8,0.0
r1,32,19,6,0.0
r2,39,12,7,0.0
r3,38,13,8,0.0
r1,23,11,5,0.0
r2,10,24,5,0.0
r3,26,8,6,0.0
r1,43,14,7,0.0
r2,44,13,7,0.0
r3,51,6,8,0.0
r1,12,23,2,0.0
r2,35,0,6,0.0
r3,22,13,4,0.0
r1,35,12,7,0.0
r2,37,10,7,0.0
r3,39,8,6,0.0
r1,16,30,4,0.0
r2,39,7,7,0.0
r3,36,10,7,0.0
r1,25,2,4,0.0
r2,20,7,4,0.0
r3,8,19,2,0.0
r1,37,15,7,0.0
r2,42,10,8,0.0
r3,51,1,8,0.0
r1,19,33,3,0.0
r2,35,17,5,0.0
r3,52,0,7,0.0
r1,31,14,6,0.0
r2,36,9,8,0.0
r3,27,18,5,0.0
r1,19,8,3,0.0
r2,19,8,4,0.0
r3,26,1,5,0.0
r1,23,2,4,0.0
r2,20,5,4,0.0
r3,18,7,4,0.0
r1,30,9,5,0.0
r2,28,11,4,0.0
r3,35,4,5,0.0
r1,32,20,7,0.0
r2,35,17,6,0.0
r3,24,28,6,0.0
r1,34,6,5,0.0
r2,22,18,3,0.0
r3,40,0,6,0.0
r1,24,6,5,0.0
r2,25,5,5,0.0
r3,23,7,4,0.0
r1,20,11,3,0.0
r2,22,9,4,0.0
r3,11,20,2,0.0
r1,35,0,6,0.0
r2,14,21,2,0.0
r3,18,17,4,0.0
r1,22,9,4,0.0
r2,17,14,3,0.0
r3,24,7,4,0.0
r1,31,28,6,0.0
r2,36,23,6,0.0
r3,39,20,6,0.0
r1,43,6,7,0.0
r2,28,21,5,0.0
r3,49,0,9,0.0
r1,24,5,6,0.0
r2,27,2,6,0.0
r3,24,5,6,0.0
r1,9,18,2,0.0
r2,27,0,5,0.0
r3,21,6,4,0.0
r1,24,8,4,0.0
r2,32,0,5,0.0
r3,18,14,2,0.0
r1,57,8,8,0.0
r2,50,15,7,0.0
r3,23,42,3,0.0
r1,31,7,6,0.0
r2,33,5,6,0.0
r3,16,22,4,0.0
r1,20,16,3,0.0
r2,16,20,3,0.0
r3,30,6,4,0.0
r1,8,29,2,0.0
r2,37,0,6,0.0
r3,35,2,5,0.0
r1,15,2,4,0.0
r2,13,4,3,0.0
r3,12,5,4,0.0
r1,27,31,4,0.0
r2,55,3,6,0.0
r3,49,9,6,0.0
r1,17,2,4,0.0
r2,16,3,3,0.0
r3,1,18,1,0.0
r1,20,33,4,0.0
r2,32,21,5,0.0
r3,47,6,7,0.0
r1,45,8,7,0.0
r2,37,16,6,0.0
r3,47,6,7,0.0
r1,44,16,7,0.0
r2,45,15,7,0.0
r3,24,36,3,0.0
r1,29,3,6,0.0
r2,14,18,4,0.0
r3,32,0,7,0.0
r1,42,11,5,0.0
r2,44,9,6,0.0
r3,43,10,6,0.0
r1,40,5,7,0.0
r2,19,26,6,0.0
r3,13,32,4,0.0
r1,38,0,7,0.0
r2,35,3,6,0.0
r3,29,9,5,0.0
r1,24,0,4,0.0
r2,3,21,2,0.0
r3,9,15,2,0.0
r1,39,20,6,0.0
r2,47,12,7,0.0
r3,44,15,6,0.0
r1,18,19,3,0.0
r2,37,0,6,0.0
r3,21,16,4,0.0
r1,25,21,4,0.0
r2,34,12,5,0.0
r3,23,23,3,0.0
r1,13,8,3,0.0
r2,20,1,4,0.0
r3,13,8,3,0.0
r1,15,21,2,0.0
r2,22,14,4,0.0
r3,36,0,5,0.0
r1,39,0,7,0.0
r2,25,14,5,0.0
r3,23,16,4,0.0
r1,27,7,4,0.0
r2,34,0,6,0.0
r3,22,12,3,0.0
r1,41,5,7,0.0
r2,3,43,1,0.0
r3,29,17,6,0.0
r1,21,24,4,0.0
r2,36,9,5,0.0
r3,45,0,7,0.0
r1,23,6,5,0.0
r2,17,12,5,0.0
r3,29,0,7,0.0
r1,19,29,3,0.0
r2,48,0,7,0.0
r3,30,18,5,0.0
r1,15,20,3,0.0
r2,33,2,6,0.0
r3,30,5,5,0.0
r1,31,27,5,0.0
r2,35,23,5,0.0
r3,53,5,7,0.0
r1,9,24,2,0.0
r2,24,9,6,0.0
r3,25,8,5,0.0
r1,35,7,7,0.0
r2,34,8,6,0.0
r3,36,6,7,0.0
r1,39,1,8,0.0
r2,23,17,6,0.0
r3,31,9,7,0.0
r1,11,10,2,0.0
r2,15,6,4,0.0
r3,21,0,5,0.0
r1,43,22,7,0.0
r2,37,28,6,0.0
r3,43,22,7,0.0
r1,24,7,6,0.0
r2,27,4,7,0.0
r3,20,11,6,0.0
r1,31,38,5,0.0
r2,41,28,6,0.0
r3,50,19,7,0.0
r1,36,11,6,0.0
r2,45,2,7,0.0
r3,42,5,7,0.0
r1,37,19,7,0.0
r2,31,25,5,0.0
r3,46,10,8,0.0
r1,36,9,5,0.0
r2,45,0,6,0.0
r3,45,0,6,0.0
r1,26,14,5,0.0
r2,37,3,6,0.0
r3,18,22,4,0.0
r1,26,17,6,0.0
r2,23,20,5,0.0
r3,18,25,2,0.0
r1,44,2,7,0.0
r2,9,37,1,0.0
r3,33,13,6,0.0
r1,16,3,3,0.0
r2,13,6,2,0.0
r3,12,7,3,0.0
r1,25,6,3,0.0
r2,21,10,3,0.0
r3,25,6,3,0.0
r1,16,6,2,0.0
r2,13,9,2,0.0
r3,15,7,3,0.0
r1,42,8,6,0.0
r2,43,7,7,0.0
r3,33,17,6,0.0
r1,31,11,7,0.0
r2,31,11,7,0.0
r3,27,15,5,0.0
r1,15,16,2,0.0
r2,31,0,5,0.0
r3,15,16,3,0.0
r1,40,0,6,0.0
r2,13,27,3,0.0
r3,30,10,5,0.0
r1,28,23,5,0.0
r2,39,12,6,0.0
r3,36,15,6,0.0
r1,37,19,6,0.0
r2,49,7,6,0.0
r3,42,14,6,0.0
r1,27,19,5,0.0
r2,38,8,6,0.0
r3,27,19,3,0.0
r1,21,0,5,0.0
r2,21,0,5,0.0
r3,17,4,4,0.0
r1,23,0,6,0.0
r2,19,4,5,0.0
r3,16,7,4,0.0
r1,27,13,6,0.0
r2,34,6,6,0.0
r3,8,32,2,0.0
r1,13,14,3,0.0
r2,19,8,5,0.0
r3,10,17,3,0.0
r1,46,2,8,0.0
r2,28,20,6,0.0
r3,39,9,8,0.0
r1,36,10,6,0.0
r2,43,3,6,0.0
r3,26,20,4,0.0
r1,19,24,3,0.0
r2,30,13,7,0.0
r3,37,6,7,0.0
r1,35,9,6,0.0
r2,31,13,4,0.0
r3,43,1,6,0.0
r1,28,16,5,0.0
r2,38,6,8,0.0
r3,42,2,9,0.0
r1,24,2,5,0.0
r2,24,2,4,0.0
r3,22,4,4,0.0
r1,11,6,3,0.0
r2,10,7,3,0.0
r3,14,3,3,0.0
r1,26,8,4,0.0
r2,11,23,2,0.0
r3,29,5,5,0.0
r1,23,13,6,0.0
r2,27,9,6,0.0
r3,24,12,6,0.0
r1,27,9,5,0.0
r2,21,15,3,0.0
r3,14,22,3,0.0
r1,5,21,1,0.0
r2,11,15,3,0.0
r3,26,0,4,0.0
r1,46,1,8,0.0
r2,46,1,8,0.0
r3,40,7,6,0.0
r1,24,8,3,0.0
r2,31,1,4,0.0
r3,17,15,3,0.0
r1,32,0,6,0.0
r2,23,9,4,0.0
r3,28,4,4,0.0
r1,23,17,3,0.0
r2,40,0,6,0.0
r3,9,31,2,0.0
r1,25,16,4,0.0
r2,18,23,3,0.0
r3,41,0,7,0.0
r1,42,1,6,0.0
r2,25,18,4,0.0
r3,33,10,5,0.0
r1,31,12,5,0.0
r2,43,0,7,0.0
r3,32,11,6,0.0
r1,46,5,8,0.0
r2,41,10,7,0.0
r3,29,22,6,0.0
r1,41,13,6,0.0
r2,54,0,8,0.0
r3,38,16,6,0.0
r1,12,13,4,0.0
r2,10,15,3,0.0
r3,24,1,5,0.0
r1,36,3,6,0.0
r2,34,5,6,0.0
r3,15,24,2,0.0
r1,35,0,7,0.0
r2,31,4,4,0.0
r3,15,20,4,0.0
r1,16,44,2,0.0
r2,60,0,9,0.0
r3,44,16,6,0.0
r1,29,6,5,0.0
r2,35,0,6,0.0
r3,34,1,6,0.0
r1,24,19,4,0.0
r2,33,10,7,0.0
r3,32,11,7,0.0
r1,30,19,6,0.0
r2,25,24,5,0.0
r3,25,24,4,0.0
r1,23,16,5,0.0
r2,37,2,6,0.0
r3,34,5,6,0.0
r1,33,17,7,0.0
r2,50,0,9,0.0
r3,32,18,6,0.0
r1,23,22,4,0.0
r2,35,10,7,0.0
r3,42,3,7,0.0
r1,28,18,5,0.0
r2,46,0,7,0.0
r3,39,7,6,0.0
r1,30,16,4,0.0
r2,39,7,5,0.0
r3,21,25,3,0.0
r1,28,11,5,0.0
r2,18,21,3,0.0
r3,36,3,6,0.0
r1,25,3,4,0.0
r2,28,0,5,0.0
r3,10,18,2,0.0
r1,10,13,3,0.0
r2,23,0,7,0.0
r3,13,10,4,0.0
r1,38,9,6,0.0
r2,23,24,4,0.0
r3,37,10,6,0.0
r1,13,17,5,0.0
r2,27,3,6,0.0
r3,19,11,6,0.0
r1,19,9,3,0.0
r2,22,6,3,0.0
r3,20,8,3,0.0
r1,24,17,4,0.0
r2,17,24,3,0.0
r3,41,0,7,0.0
r1,42,5,7,0.0
r2,23,24,4,0.0
r3,38,9,6,0.0
r1,31,19,4,0.0
r2,34,16,5,0.0
r3,45,5,6,0.0
r1,43,0,7,0.0
r2,20,23,3,0.0
r3,27,16,6,0.0
r1,32,9,7,0.0
r2,27,14,6,0.0
r3,26,15,5,0.0
r1,20,15,5,0.0
r2,35,0,7,0.0
r3,21,14,5,0.0
r1,38,2,7,0.0
r2,32,8,6,0.0
r3,14,26,4,0.0
r1,37,19,7,0.0
r2,29,27,4,0.0
r3,56,0,9,0.0
r1,32,10,7,0.0
r2,36,6,7,0.0
r3,7,35,4,0.0
r1,22,31,4,0.0
r2,43,10,8,0.0
r3,38,15,7,0.0
r1,26,5,5,0.0
r2,25,6,6,0.0
r3,28,3,6,0.0
r1,31,27,7,0.0
r2,39,19,7,0.0
r3,26,32,4,0.0
r1,43,5,7,0.0
r2,36,12,7,0.0
r3,36,12,5,0.0
r1,42,16,7,0.0
r2,33,25,4,0.0
r3,30,28,6,0.0
r1,25,4,6,0.0
r2,2,27,2,0.0
r3,19,10,6,0.0
r1,28,5,6,0.0
r2,31,2,5,0.0
r3,33,0,6,0.0
r1,26,6,6,0.0
r2,25,7,5,0.0
r3,32,0,7,0.0
r1,21,3,4,0.0
r2,15,9,4,0.0
r3,17,7,3,0.0
r1,16,14,4,0.0
r2,21,9,6,0.0
r3,28,2,7,0.0
r1,21,2,6,0.0
r2,17,6,5,0.0
r3,14,9,4,0.0
r1,26,18,6,0.0
r2,44,0,9,0.0
r3,32,12,6,0.0
r1,26,4,5,0.0
r2,17,13,3,0.0
r3,10,20,2,0.0
r1,29,6,4,0.0
r2,35,0,6,0.0
r3,25,10,5,0.0
r1,23,0,6,0.0
r2,11,12,3,0.0
r3,15,8,4,0.0
r1,13,13,2,0.0
r2,14,12,2,0.0
r3,26,0,4,0.0
r1,40,0,7,0.0
r2,24,16,6,0.0
r3,30,10,7,0.0
r1,6,19,2,0.0
r2,25,0,5,0.0
r3,24,1,4,0.0
r1,30,19,4,0.0
r2,40,9,5,0.0
r3,49,0,6,0.0
r1,36,9,6,0.0
r2,42,3,6,0.0
r3,11,34,2,0.0
r1,27,0,5,0.0
r2,17,10,3,0.0
r3,15,12,3,0.0
r1,22,6,4,0.0
r2,19,9,3,0.0
r3,22,6,5,0.0
r1,27,7,4,0.0
r2,27,7,4,0.0
r3,24,10,4,0.0
r1,35,14,5,0.0
r2,41,8,7,0.0
r3,20,29,4,0.0
r1,19,0,4,0.0
r2,17,2,4,0.0
r3,14,5,3,0.0
r1,30,0,4,0.0
r2,28,2,3,0.0
r3,5,25,2,0.0
r1,36,5,8,0.0
r2,38,3,8,0.0
r3,15,26,4,0.0
r1,37,3,5,0.0
r2,40,0,7,0.0
r3,14,26,3,0.0
r1,38,7,5,0.0
r2,29,16,4,0.0
r3,29,16,5,0.0
r1,53,10,7,0.0
r2,24,39,4,0.0
r3,37,26,6,0.0
r1,24,10,4,0.0
r2,24,10,4,0.0
r3,8,26,2,0.0
r1,18,0,6,0.0
r2,13,5,5,0.0
r3,18,0,6,0.0
r1,36,17,4,0.0
r2,26,27,4,0.0
r3,44,9,6,0.0
r1,42,3,6,0.0
r2,11,34,2,0.0
r3,40,5,6,0.0
r1,4,13,2,0.0
r2,8,9,2,0.0
r3,17,0,5,0.0
r1,30,0,6,0.0
r2,25,5,5,0.0
r3,15,15,3,0.0
r1,4,18,2,0.0
r2,22,0,5,0.0
r3,21,1,4,0.0
r1,26,14,5,0.0
r2,23,17,4,0.0
r3,22,18,5,0.0
r1,29,0,6,0.0
r2,23,6,4,0.0
r3,22,7,4,0.0
r1,32,15,4,0.0
r2,41,6,5,0.0
r3,29,18,5,0.0
r1,34,13,7,0.0
r2,47,0,10,0.0
r3,41,6,9,0.0
r1,48,0,7,0.0
r2,31,17,4,0.0
r3,27,21,4,0.0
r1,17,13,4,0.0
r2,23,7,4,0.0
r3,24,6,5,0.0
r1,32,12,5,0.0
r2,44,0,7,0.0
r3,25,19,3,0.0
r1,20,7,4,0.0
r2,8,19,2,0.0
r3,15,12,3,0.0
r1,27,15,3,0.0
r2,24,18,3,0.0
r3,18,24,2,0.0
r1,22,18,4,0.0
r2,40,0,8,0.0
r3,30,10,7,0.0
r1,14,18,2,0.0
r2,30,2,5,0.0
r3,32,0,6,0.0
r1,20,22,3,0.0
r2,24,18,4,0.0
r3,42,0,6,0.0
r1,20,10,3,0.0
r2,19,11,2,0.0
r3,21,9,4,0.0
r1,36,8,5,0.0
r2,17,27,4,0.0
r3,44,0,5,0.0
r1,25,17,4,0.0
r2,19,23,3,0.0
r3,42,0,7,0.0
r1,26,2,5,0.0
r2,15,13,4,0.0
r3,27,1,7,0.0
r1,29,1,6,0.0
r2,25,5,4,0.0
r3,24,6,4,0.0
r1,29,12,4,0.0
r2,29,12,4,0.0
r3,17,24,3,0.0
r1,32,24,6,0.0
r2,50,6,8,0.0
r3,29,27,4,0.0
r1,29,0,4,0.0
r2,20,9,3,0.0
r3,15,14,2,0.0
r1,26,10,6,0.0
r2,35,1,6,0.0
r3,25,11,5,0.0
r1,40,3,7,0.0
r2,42,1,6,0.0
r3,28,15,4,0.0
r1,18,13,4,0.0
r2,17,14,3,0.0
r3,13,18,3,0.0
r1,55,0,7,0.0
r2,46,9,6,0.0
r3,33,22,4,0.0
r1,43,8,6,0.0
r2,25,26,4,0.0
r3,40,11,5,0.0
r1,23,0,5,0.0
r2,18,5,4,0.0
r3,16,7,3,0.0
r1,28,4,6,0.0
r2,24,8,4,0.0
r3,32,0,6,0.0
r1,27,0,5,0.0
r2,22,5,4,0.0
r3,19,8,4,0.0
r1,22,1,6,0.0
r2,12,11,4,0.0
r3,16,7,5,0.0
r1,24,19,5,0.0
r2,33,10,7,0.0
r3,36,7,6,0.0
r1,18,30,5,0.0
r2,7,41,3,0.0
r3,48,0,8,0.0
r1,13,15,4,0.0
r2,21,7,4,0.0
r3,1,27,1,0.0
r1,34,4,6,0.0
r2,38,0,7,0.0
r3,15,23,3,0.0
r1,27,25,5,0.0
r2,37,15,7,0.0
r3,39,13,8,0.0
r1,27,21,5,0.0
r2,34,14,6,0.0
r3,41,7,8,0.0
r1,21,17,6,0.0
r2,20,18,5,0.0
r3,32,6,7,0.0
r1,23,10,3,0.0
r2,23,10,4,0.0
r3,20,13,3,0.0
r1,31,5,7,0.0
r2,24,12,5,0.0
r3,29,7,6,0.0
r1,28,4,4,0.0
r2,23,9,4,0.0
r3,23,9,4,0.0
r1,12,2,2,0.0
r2,14,0,3,0.0
r3,11,3,3,0.0
r1,26,3,4,0.0
r2,21,8,3,0.0
r3,22,7,4,0.0
r1,9,22,2,0.0
r2,22,9,3,0.0
r3,17,14,3,0.0
r1,33,24,5,0.0
r2,39,18,7,0.0
r3,53,4,8,0.0
r1,15,27,5,0.0
r2,27,15,7,0.0
r3,36,6,8,0.0
r1,19,5,4,0.0
r2,17,7,2,0.0
r3,19,5,4,0.0
r1,32,1,5,0.0
r2,28,5,5,0.0
r3,31,2,5,0.0
r1,9,7,4,0.0
r2,8,8,4,0.0
r3,16,0,4,0.0
r1,14,8,5,0.0
r2,22,0,6,0.0
r3,14,8,5,0.0
r1,39,9,6,0.0
r2,42,6,6,0.0
r3,18,30,4,0.0
r1,30,20,5,0.0
r2,31,19,5,0.0
r3,44,6,7,0.0
r1,31,10,5,0.0
r2,32,9,5,0.0
r3,30,11,6,0.0
r1,4,12,2,0.0
r2,15,1,4,0.0
r3,16,0,5,0.0
r1,37,16,5,0.0
r2,37,16,5,0.0
r3,52,1,7,0.0
r1,25,11,4,0.0
r2,26,10,6,0.0
r3,10,26,2,0.0
r1,10,13,3,0.0
r2,15,8,2,0.0
r3,10,13,3,0.0
r1,43,18,7,0.0
r2,53,8,8,0.0
r3,38,23,5,0.0
r1,27,0,5,0.0
