Name,Busy,Idle,Tasks,Cost
r1,22,18,5,0.0
r2,36,9,6,0.0
r3,18,22,4,0.0
r1,31,0,5,0.0
r2,32,6,6,0.0
r3,33,0,6,0.0
r1,34,3,5,0.0
r2,37,0,6,0.0
r3,37,0,6,0.0
r1,20,22,4,0.0
r2,21,21,5,0.0
r3,33,11,4,0.0
r1,31,15,7,0.0
r2,26,8,5,0.0
r3,25,18,6,0.0
r1,15,3,4,0.0
r2,26,6,5,0.0
r3,41,2,8,0.0
r1,40,4,7,0.0
r2,28,8,6,0.0
r3,33,8,8,0.0
r1,20,12,4,0.0
r2,25,1,4,0.0
r3,14,8,4,0.0
r1,17,4,3,0.0
r2,24,8,5,0.0
r3,33,2,7,0.0
r1,29,0,5,0.0
r2,27,0,4,0.0
r3,15,13,3,0.0
